fromScene,toScene,storyReturn,positionJump,boundaryVelocityDelta,activeVelocityDelta,directionFlip,pass,reasons
54,55,False,0.0,8.326672684688674e-17,0.009999999999998885,False,True,[]
55,56,False,0.0,1.9567680809018384e-15,0.0,False,True,[]
56,57,False,0.0,8.326672684688674e-17,0.009999999999998885,False,True,[]
57,58,False,0.0,0.003333333333332897,0.020000000000002932,False,True,[]
58,59,False,0.0,0.0033333333333339307,0.015000000000001276,False,True,[]
59,60,False,0.0,0.0033333333333329506,0.010000000000001638,False,True,[]
60,61,True,0.0,0.0,0.019999999999997794,True,True,[]
61,62,False,0.0,9.124645483638005e-16,0.01000000000000161,False,True,[]
62,63,False,0.0,0.003333333333333001,0.015000000000000943,False,True,[]
63,64,False,0.0,0.0033333333333348814,0.010000000000004436,False,True,[]
64,65,False,0.0,1.762479051592436e-15,0.009999999999998899,False,True,[]
65,66,False,0.0,8.326672684688674e-17,6.938893903907228e-16,False,True,[]
66,67,False,0.0,3.608224830031759e-15,0.009999999999998899,False,True,[]
67,68,False,0.0,0.0033333333333292053,0.009999999999998885,False,True,[]
68,69,False,0.0,0.003333333333336623,0.015000000000003802,False,True,[]
69,70,False,0.0,3.714042962066344e-15,0.00999999999999889,False,True,[]
70,71,True,0.0,0.0,0.01999999999999778,True,True,[]
71,72,False,0.0,0.003333333333336656,0.00999999999999889,False,True,[]
72,73,False,0.0,4.163336342344337e-17,0.019999999999992066,False,True,[]
73,74,False,0.0,6.938893903907228e-17,0.014999999999992991,False,True,[]
74,75,False,0.0,8.326672684688674e-17,5.800915303666443e-15,False,True,[]
75,76,False,0.0,8.326672684688674e-17,0.0,False,True,[]
76,77,False,0.0,1.9290125052862095e-15,5.551115123125783e-15,False,True,[]
77,78,False,0.0,1.790234627208065e-15,0.015000000000000957,False,True,[]
78,79,False,0.0,1.887379141862766e-15,0.019999999999997783,False,True,[]
79,80,False,0.0,0.0033333333333329766,0.010000000000001666,False,True,[]
80,81,True,0.0,0.0,0.02000000000000061,True,True,[]
81,82,False,0.0,9.124645483638005e-16,0.010000000000001666,False,True,[]
82,83,False,0.0,0.003333333333331079,0.019999999999997783,False,True,[]
83,84,False,0.0,0.003333333333332897,0.01999999999999523,False,True,[]
84,85,False,0.0,1.9290125052862095e-15,0.009999999999998899,False,True,[]
85,86,False,0.0,8.326672684688674e-17,0.0,False,True,[]
86,87,False,0.0,8.326672684688674e-17,0.009999999999998899,False,True,[]
87,88,False,0.0,0.003333333333336727,0.019999999999997617,False,True,[]
88,89,False,0.0,0.003333333333333008,0.01999999999998668,False,True,[]
89,90,False,0.0,3.714042962066344e-15,0.00999999999999889,False,True,[]
90,91,True,0.0,0.0,0.01999999999999778,True,True,[]
91,92,False,0.0,3.694093642092611e-15,0.0,False,True,[]
92,93,False,0.0,0.0033333333333366855,0.009999999999998888,False,True,[]
93,94,False,0.0,3.6637359812630166e-15,0.010000000000004332,False,True,[]
94,95,False,0.0,0.0033333333333292192,1.1102230246251565e-14,False,True,[]
95,96,False,0.0,3.747002708109903e-15,0.0,False,True,[]
96,97,False,0.0,0.0033333333333293094,5.828670879282072e-15,False,True,[]
97,98,False,0.0,3.469446951953614e-17,0.009999999999998808,False,True,[]
98,99,False,0.0,0.0033333333333329454,0.009999999999998888,False,True,[]
99,100,False,0.0,3.694093642092611e-15,0.0,False,True,[]
